question_id,industry_type,question_text,topic_category,option_type,difficulty_level,report_section,learning_objective,question_note,option_A,option_A_note,option_B,option_B_note,option_C,option_C_note,option_D,option_D_note,option_E,option_E_note,follow_up,allow_custom_answer,allow_skip,free_answer_note,report_topic,learning_goal,answer_tags,,
S012,辦公室與服務業,減排措施的實施計劃如何？,排放源辨識與確認,single,intermediate,減排行動與實施現況,確認企業目前是否已有明確減碳計畫與實行基礎,辦公室減排行動應聚焦於能源效率、IT 設備管理、員工通勤與綠色採購。企業應規劃短中長期減排行動，例如短期（1-3 年）透過智慧照明、空調節能管理降低能耗，中期（3-5 年）導入再生能源（如綠電採購）、減少 IT 設備的待機電力消耗，長期（5-10 年）逐步轉向零碳辦公室，例如選擇綠建築辦公空間、全面採用再生能源。,沒有特定計畫,企業尚未設立明確的減排計劃，缺乏長期減排規劃。,初步討論減排方向,企業已討論減排方向，但尚未具體化為計劃。,已制定具體措施,企業已設定具體減排措施，並計劃實施。,具體執行並監測成效,企業已執行減排計劃，並且有定期監測機制，確保有效性。,不知道/不確定,若不確定，建議先設定短期減排目標，再規劃中長期措施。,是否針對空調改善、照明優化、IT 節電、紙張減量進行行動？,TRUE,TRUE,可說明目前已執行或規劃的節能減排措施,減碳計畫與行動措施盤點,評估企業是否已展開具體減碳行為並可作為後續追蹤與分析依據,"減碳措施, 行動執行, 能源改善",,
S013,辦公室與服務業,減排效果的監控方法是什麼？,排放源辨識與確認,single,intermediate,減排績效與成效追蹤,探討企業是否具備追蹤減碳成效的監測機制,監測減排成效可透過辦公設備能耗（kWh）、碳排放強度（kgCO₂e/員工）、IT 伺服器能效等方式來提升透明度。企業應制定關鍵績效指標（KPI），如辦公室每平方米用電量、員工通勤碳排放量等，確保減排行動符合目標。此外，可透過 IoT 與智慧管理系統即時追蹤辦公設備運行狀況，如伺服器待機電力、會議室使用狀況等，進一步降低不必要的能源消耗。,沒有監控,企業未設立減排監控機制，無法跟踪減排成效。,內部簡單追蹤,企業使用簡單內部監控方法，但缺乏專業設備與審核機制。,依部門設定減排KPI,企業設立部門KPI來追蹤減碳目標，促進各部門協作。,使用專業監測設備與外部審核,企業使用專業設備監控減排進度，並邀請第三方機構審核數據。,不知道/不確定,若不確定，建議從內部KPI開始，並逐步導入專業監控與外部審核。,是否透過能源帳單追蹤、列印張數記錄、空調設定統計等方式監控？,TRUE,TRUE,可說明目前有哪些追蹤指標與回饋方式,減碳成效追蹤與資料回饋制度,建立企業是否已具備 ESG 數據與 KPI 監控能力，以利推動成效評估,"成效監控, ESG指標, KPI追蹤",,
S014,辦公室與服務業,持續改進的檢討機制如何？,排放源辨識與確認,single,intermediate,減碳管理與持續改善,評估企業是否具備減碳策略的持續優化能力,企業應建立年度碳盤查檢討制度，定期更新數據，分析減排行動成效，並調整策略。例如，透過每年盤查一次碳排放數據，企業可發現哪些設備最耗能，進而調整運行時間或汰換高耗能設備。部分企業已建立 ESG 委員會或綠色辦公室團隊，負責追蹤減碳進度，如每年設定減碳目標（如降低 5% 能耗），並定期與供應鏈夥伴合作提升整體碳管理效率。,沒有,企業未設立檢討機制，無法有效追蹤減排成效。,每年盤查一次,每年盤查一次碳排放數據，確保對減排行動的有效監控。,定期檢討並調整策略,企業定期檢討減排行動，根據數據調整減排策略。,建立內部改善機制與數據分析,企業已建立內部檢討機制與數據分析，保證持續改進。,不知道/不確定,若不確定，建議先建立年度檢討機制，並逐步調整減排策略。,是否每年檢討？是否由 ESG 小組負責？是否記錄 KPI 成效？,FALSE,TRUE,可說明目前 ESG 政策與減碳措施的檢討節奏與方式,ESG 改善制度與滾動調整機制,建立 ESG 是否具持續追蹤、滾動調整與跨部門回饋流程,"ESG檢討, KPI追蹤, 滾動調整制度",,
D001,辦公室與服務業,數據收集的頻率和來源是什麼？,數據收集方式與能力,single,beginner,數據收集策略與頻率盤點,建立企業數據收集週期與初步流程之認知,企業應定期記錄辦公室的電力使用、空調能耗、紙張消耗、通勤與出差碳排放等數據，以確保盤查完整性。透過智慧電錶、雲端文件管理、員工通勤與出差報告，企業可即時監控碳排放數據，並調整節能策略。例如，某企業透過 IoT 監測辦公設備能耗，每月記錄用電趨勢，成功降低 15% 的能源消耗。,沒有固定頻率,無固定的數據收集頻率，數據更新可能不穩定。,每月記錄一次,每月記錄所有辦公室運營數據，確保數據更新與盤查一致性。,每季記錄一次,每季記錄主要的碳排放數據並進行季度檢討。,每年記錄一次,每年記錄一次數據並進行全面審查。,不知道/不確定,若不確定，建議從每月記錄開始，並隨時調整數據收集頻率。,是否來自電費帳單、資產清冊、列印紀錄、出勤系統或表單？,TRUE,TRUE,可列出現有資料來源與記錄方式,ESG 數據來源與記錄結構,建立 ESG 所需數據之來源多樣性與收集頻率，利於計算與回饋,"用電記錄, 員工紀錄, 表單彙整",,
D002,辦公室與服務業,公司有無定期保存辦公室能源使用紀錄？,數據收集方式與能力,single,beginner,範疇二能源數據紀錄,檢視企業電力使用是否有形成穩定記錄習慣,電力消耗是辦公室的主要碳排來源，企業應透過能源管理系統（EMS）、智慧電錶、電費帳單等方式記錄每月用電數據。企業可透過照明、空調、辦公設備的能耗分析，調整節能政策。例如，某企業導入 AI 智慧照明系統，透過記錄用電模式，成功減少 18% 的照明能耗。,沒有,企業未記錄或保存辦公室能源使用數據，數據無法追蹤與管理。,只有部分部門有記錄,企業某些部門可能有記錄，但並未全公司範圍內統一執行。,全公司皆有記錄,企業全公司範圍內記錄能源使用數據，且有管理系統確保數據完整性。,能源數據已電子化管理,企業已建立電子化能源數據管理系統，確保能源使用數據可追蹤與分析。,不知道/不確定,若不確定，建議導入智慧電錶與能源管理系統，並逐步提升數據管理。,是否每月彙整、由總務或物管單位負責？是否有簽核流程？,TRUE,TRUE,可說明目前是否以正式流程保存能源資料,辦公能源數據保存制度,評估 ESG 基礎資料是否已由行政體系進行制度化保存與管理,"範疇二, 能源保存, 文件留存制度",,
D003,辦公室與服務業,是否保存空調與辦公設備能源使用數據？,數據收集方式與能力,single,beginner,範疇一燃料數據紀錄,掌握企業是否保存與使用直接燃料之記錄資料,辦公室的空調與 IT 設備（伺服器、電腦、影印機）是碳排放的重要來源，企業應透過能源管理系統記錄每日用電與設備能耗。例如，可記錄冷氣開機時數、電腦與影印機總用電量，確保設備運行符合節能標準。某企業透過變頻空調系統與智慧電源管理，成功降低 12% 的總用電量。,沒有,企業未記錄或保存辦公室空調與設備的能源使用數據，數據無法有效追蹤與管理。,只保存部分數據,企業只記錄少部分設備的能耗數據，並未全範圍監控。,由設施管理部門保存,設施管理部門負責保存並管理空調與設備能源使用數據，並定期更新。,由能源管理單位保存,能源管理部門專責保存並定期監控辦公設備與空調的能源消耗數據。,不知道/不確定,企業已建立完整的數據庫並且可追溯，確保數據準確性與透明度。,是否含冷氣主機、機房空調、筆電桌機、影印機用電等資料？,TRUE,TRUE,可列出目前追蹤的設備與是否分項記錄,設備用電與高耗能來源盤點,辨識內部設備是否成為 ESG 熱點並具備數據基礎，利於改善行動發展,"高耗能設備, 用電分項, 設備盤查",,
D004,辦公室與服務業,是否保存員工通勤與出差紀錄？,數據收集方式與能力,single,beginner,範疇三物流數據記錄,理解企業是否具備追蹤物流碳排的基礎能力,員工通勤與出差屬於範疇三碳排放，應透過員工問卷、交通補助紀錄、機票與交通費用報告來估算。例如，企業可統計員工使用大眾運輸比例，並鼓勵遠距工作或綠色通勤（如提供電動車補助）。某企業透過遠距會議取代 30% 的商務旅行，成功減少 20% 的出差碳排放。,沒有,企業未記錄或保存員工通勤與出差的碳排放數據，無法進行完整盤查。,由人資部門管理部分數據,人資部門僅記錄通勤補助、交通費用報告等數據，但未進行全面盤查。,內部有簡單記錄,企業有簡單的員工通勤與出差紀錄，但數據並不完整或統一。,建立完整數據追蹤系統,企業建立完整的數據追蹤系統，確保員工通勤與出差數據能有效監控與管理。,不知道/不確定,若不確定，建議建立員工通勤調查系統，並與數據管理系統對接。,是否含出差單、交通補助表、員工通勤調查、共乘統計？,TRUE,TRUE,可說明通勤與差旅排放是否有對應制度與表單紀錄,差旅與通勤排放紀錄制度化設計,建立 ESG 範疇三中與人力移動相關活動的資料掌握與追蹤能力,"通勤排放, 範疇三, 行動記錄",,
D005,辦公室與服務業,是否有辦公紙張與印刷使用的完整記錄？,數據收集方式與能力,single,beginner,採購紀錄與供應鏈追蹤,了解企業是否已建立原料來源與供應鏈碳資料管理,辦公室的紙張與印刷使用影響碳足跡，應記錄紙張採購量、列印張數、回收紙使用比例。例如，企業可推動無紙化辦公，改用電子合約與數位簽章，減少 40% 紙張使用量。某企業透過雙面列印預設與電子文件管理，成功降低 30% 的辦公用紙消耗。,沒有,企業未記錄或保存辦公室紙張與印刷使用數據，無法有效減少碳足跡。,只記錄主要採購數據,企業僅記錄部分辦公用品（如紙張）的採購數據，未完整追蹤使用情況。,由行政部門管理,行政部門負責記錄並管理辦公紙張與印刷的使用數據，並進行定期更新。,已建立數據系統,企業已建立完整的數據管理系統，能全面記錄並監控紙張與印刷使用量。,不知道/不確定,若不確定，建議建立電子化數據收集系統，並整合辦公用品使用管理。,是否由總務彙整、單位管控？是否列印張數、紙張領用、採購紀錄可查？,TRUE,TRUE,可說明目前是否有紙張與印表資源管理制度,辦公耗材與紙本紀錄資料盤點,辨識辦公 ESG 中資源密集型耗材是否納入盤查，有助政策管制與指標制定,"紙張資源, 印表數據, 資源管控制度",,
D006,辦公室與服務業,是否有辦公大樓與設備用能的完整數據？,數據收集方式與能力,single,intermediate,廢棄物數據管理與分類紀錄,評估企業是否有對廢棄物進行分類與數據追蹤,辦公大樓的照明、空調、伺服器機房的能源消耗應被納入碳盤查。例如，企業可監測每月用電量、空調運行時數、IT 設備能耗，以優化能源使用策略。某企業透過智慧空調管理系統，根據辦公室人數調整冷氣溫度，減少 10% 的總能耗。,沒有,企業未記錄或保存辦公大樓與設備的能源使用數據，數據無法進行有效管理與分析。,只記錄主要設備能耗,企業僅記錄部分設備（如照明、空調）的能耗數據，未對所有設備進行全面監控。,由設施管理部門管理,設施管理部門負責監控並記錄所有辦公設施的能源消耗數據，確保其準確性。,已建立完整監控系統,企業已建立完整的能源監控系統，能精確追蹤辦公大樓與設備的能耗數據，並進行優化管理。,不知道/不確定,若不確定，建議導入智能管理系統，並與能源管理系統整合。,是否來自大樓管理單位？是否能取得全棟用電與公司實際分攤？,TRUE,TRUE,可說明目前是否能區分租用空間與整棟用能,能源資料來源與租賃空間用電估算邏輯,建立範疇二用電估算是否可具體分離、具透明性，利於外部報告與驗證,"承租分攤, 大樓用電, ESG估算",,
D007,辦公室與服務業,數據記錄的標準模板是什麼？,數據收集方式與能力,single,intermediate,碳排資料格式一致性,檢視企業是否已導入統一的數據記錄格式或表單,建立標準化數據記錄格式可提升碳盤查準確性。例如，ISO 14064 要求詳細記錄數據來源與計算方式，確保數據透明度。企業應建立標準記錄表，每月記錄電力使用（kWh）、影印用紙（張）、通勤碳排量（kgCO₂e），並比對歷史趨勢，確保碳盤查符合國際標準。,沒有固定格式,企業未設立統一的數據記錄格式，數據整理與盤查過程中容易出現不一致或錯誤。,簡單 Excel 記錄,企業使用簡單的 Excel 表格來記錄數據，無法提供高效的數據管理與監控。,ERP/EMS 系統管理,企業使用 ERP 或 EMS 系統進行數據管理，提供有效的數據分析與報告功能。,參考 ISO 標準,企業遵循 ISO 14064 標準建立標準化記錄表，確保碳盤查數據的高質量與可比性。,不知道/不確定,若不確定，建議參考 ISO 14064 標準，並建立統一的數據管理模板。,是否使用 Excel、Google 表單、ERP、碳盤查工具？,TRUE,TRUE,可列出目前採用的記錄欄位與報表格式,ESG 數據記錄模板與結構標準設計,建立 ESG 資料是否具備標準化記錄結構與欄位，有助平台整合與分析,"ESG表單, 標準模板, 系統支援",,
D008,辦公室與服務業,數據質量控制措施有哪些？,數據收集方式與能力,single,intermediate,數據品質管理與驗證,理解企業如何建立內部控管或外部稽核機制,建立數據品質管理流程，例如定期校驗數據、比對歷史數據趨勢、透過第三方驗證（ISO 14064 / GHG Protocol）提高可信度，確保碳盤查數據的準確性。企業可導入內部審核機制，如每季比對用電數據變化、檢查計算方式是否一致，確保長期數據穩定。,無特定控制措施,企業未建立有效的數據品質管理機制，數據容易出現錯誤與遺漏。,定期內部審核,企業有定期進行數據內部審核，並校驗數據的一致性與準確性。,由第三方驗證,企業邀請第三方機構進行數據驗證，提高碳盤查的可信度與透明度。,使用自動監測系統,企業透過自動監測系統（如 IoT 設備）即時收集數據，並進行自動化分析，確保數據準確性。,不知道/不確定,若不確定，建議先從內部審核機制開始，並進行定期的數據檢查與驗證。,是否進行資料校對、欄位驗證、交叉比對或自動異常提示？,TRUE,TRUE,可說明目前資料檢核流程與錯誤處理方式,ESG 數據品質控管與稽核制度,確認 ESG 基礎資料是否具備查核能力與品質追蹤流程,"錯誤排查, 校對驗證, 品質制度",,
D009,辦公室與服務業,內部審計的頻率與流程如何？,數據收集方式與能力,single,intermediate,數據審查與改進制度,判斷企業是否具備定期稽核碳排資料的制度化流程,內部審計可確保數據準確性，避免錯誤累積。建議企業至少每年一次，並採用 ISO 14064 標準，確保碳盤查數據符合國際標準與企業 ESG 目標。內部審計可透過數據比對、異常分析、部門間交叉檢查來確保數據一致性。,沒有,企業未設立內部審計機制，無法有效追蹤減碳進展與數據準確性。,每年一次,每年進行一次內部審計，確保數據準確性，並為年度報告提供支持。,每半年一次,企業每半年進行一次數據審核，並分析數據異常情況，確保減排行動按計劃執行。,持續監控與內部稽核,企業採用持續監控機制，並進行內部稽核，確保所有數據持續符合標準並即時調整策略。,不知道/不確定,若不確定，建議每年至少安排一次內部審計，並與數據比對及分析機制結合。,是否每季或每年由行政/ESG 單位審查？是否包含流程查核與資料核對？,TRUE,TRUE,可說明內部審計是否含 ESG、格式是否有表單依據,ESG 內稽制度與審查節奏規劃,建立 ESG 與內部控制制度整合，利於後續查核與持續改善,"內稽制度, 文件核對, ESG控管",,
D010,辦公室與服務業,使用的技術工具或軟體是什麼？,數據收集方式與能力,single,beginner,碳數據技術工具應用,探討企業是否採用適當工具進行數據整合與管理,使用技術工具可提升數據管理效率，如 ERP 整合用電數據，AI 工具進行數據分析，預測排放趨勢並提供減排行動建議。企業可導入 IoT（物聯網）監測設備，即時收集辦公室能耗數據，或使用 AI 預測碳排放趨勢。例如，部分企業透過 AI 預測高能耗時段，自動調整空調溫度，降低能源成本與碳排放。,Excel,使用 Excel 簡單記錄數據，但無法提供自動化數據分析或即時監控。,ERP 系統,使用 ERP 系統管理碳排放數據，並結合其他內部數據來提高管理效率。,自動數據管理平台,使用自動數據管理平台收集與分析數據，提升數據處理與分析效率。,AI 智能分析工具,使用 AI 智能分析工具進行數據預測與分析，並提供即時減排建議，進一步提升碳管理效果。,不知道/不確定,若不確定，建議從 ERP 系統或簡單的數據管理工具開始，逐步導入智能分析工具。,是否使用 Excel、ERP、Google Sheet、第三方平台？,TRUE,TRUE,可列出主要工具與是否專用 ESG 模組,ESG 數據記錄與工具採用分析,評估數據記錄是否已導入工具輔助，有助未來整合與分析,"工具使用, 平台應用, 系統支持",,
D011,辦公室與服務業,公司是否使用電子化方式記錄碳排相關資訊？,數據收集方式與能力,single,beginner,電子化數據管理現況,評估企業是否已導入碳排數據的電子化流程與工具,電子化記錄可提升數據管理效率，減少人工錯誤。企業可考慮使用 ERP、智慧電錶、雲端文件管理系統來存儲與管理碳排放數據。例如，企業可使用智慧電錶自動記錄用電數據，並透過 AI 分析碳足跡，確保 ESG 目標與碳盤查作業更具透明度與準確性。,沒有,企業未導入電子化數據管理系統，數據管理過程中容易出現錯誤與數據遺失。,部分電子化,企業有部分數據進行電子化管理，但未全面採用電子化系統進行數據收集與管理。,完全電子化管理,企業已全面電子化管理碳排放數據，確保數據安全與可追溯性。,不知道/不確定,若不確定，建議開始使用智慧電錶及雲端系統來電子化管理數據，並提高透明度。,,,是否為線上填報、自動收集、IoT 感測或文件掃描導入？,TRUE,TRUE,可說明資料數位化程度與收集流程,ESG 資料數位化與電子管理模式,辨識 ESG 資料是否已由人工轉向電子與可視化處理,"電子化, 數位流程, ESG轉型",,
D012,辦公室與服務業,是否有固定的紀錄頻率與負責人員？,數據收集方式與能力,single,intermediate,責任制度與紀錄頻率,確認企業是否有制度化指定人員並執行定期紀錄,設立固定的紀錄頻率與負責人可確保數據一致性。例如，每月記錄電力消耗、影印用紙數量、員工通勤排放，並由行政或設施管理部門負責，避免因人員變動影響碳盤查作業。企業應建立數據收集 SOP，明確定義記錄頻率、負責人與審核機制，確保數據的完整性。,沒有,企業未設立固定的數據收集頻率，數據管理過程不穩定。,由部門自行決定,企業讓各部門自行決定數據收集頻率，導致數據的完整性與準確性受影響。,已指定專責團隊,企業已設立專責團隊，負責定期收集並監控數據，確保碳盤查的準確性。,不知道/不確定,若不確定，建議指定專責團隊並設立每月定期收集的標準作業流程（SOP）。,,,是否每月/季固定上傳？由哪個單位彙整？是否含資料責任人？,FALSE,TRUE,可說明是否已指定單位與回報節奏,ESG 數據制度與責任人設定,建立 ESG 資料回報制度與部門責任鏈，利於推動與查核,"記錄頻率, 資料管理, 跨部門制度",,
D013,辦公室與服務業,數據管理的最佳實踐是什麼？,數據收集方式與能力,single,intermediate,碳數據管理與風險控管,探討企業是否具備碳數據備份、錯誤追蹤等管理機制,最佳實踐包括：(1) 數據定期備份，(2) 內部審核機制，(3) 參考國際標準（ISO 14064 / GHG Protocol），確保數據完整性與可用性。企業應確保數據備份與存取安全性，避免碳排放數據遺失或損毀。例如，透過 ERP 自動記錄辦公能耗，確保數據可追溯。,無特定措施,企業未建立有效的數據管理流程，數據容易遺漏或出錯。,定期備份,企業有定期備份數據的機制，確保關鍵數據的安全性。,內部數據稽核,企業有內部數據稽核機制，確保數據的準確性與一致性。,參考國際標準,企業根據 ISO 14064 / GHG Protocol 標準進行數據管理，確保合規與透明度。,不知道/不確定,若不確定，建議先建立定期數據備份與審核機制，確保碳盤查數據準確。,是否包含範例模板、記錄欄位說明、清單化資料表？,TRUE,TRUE,可分享現行表單或覺得有用的管理經驗,ESG 數據管理典範與落地操作建議,建立內部制度與外部顧問皆可用的 ESG 資料制度化邏輯,"實務範例, 表單樣板, 制度學習",,
D014,辦公室與服務業,系統備份與安全性措施如何？,數據收集方式與能力,single,beginner,碳資料備份與安全性管理,了解企業是否已建立碳排資料的備份與安全制度,企業應確保數據安全，例如建立異地備份（雲端 + 本地伺服器），防範數據遺失（備用系統）、設立災難復原計畫（DRP），確保碳排放數據的穩定性與可追溯性。,無備份措施,企業未設立任何備份機制，數據遺失的風險較高。,定期備份,企業每年或每季進行數據備份，確保數據的持續可用性。,設有災難復原計劃,企業設有災難復原計畫，能在數據遺失或故障時迅速恢復。,不知道/不確定,若不確定，建議先建立基本的數據備份機制，並考慮災難復原計劃的實施。,,,是否有雲端備份、權限控管、版本追蹤、防毒軟體或異常備援措施？,FALSE,TRUE,可說明目前 ESG 資料儲存與安全性設計是否完善,ESG 資料備援與安全維護制度,確保 ESG 檔案與報表具備長期留存、資料保密與備援能力,"資料備份, 權限設計, 資安管控",,
D015,辦公室與服務業,公司內是否已有書面的碳排資料收集 SOP？,數據收集方式與能力,single,intermediate,碳數據收集制度化,檢視企業是否已具備標準化的資料收集流程,標準作業程序（SOP）可確保碳排放數據收集流程的一致性，降低錯誤與遺漏風險。例如，企業可建立書面 SOP，規範電力、紙張、通勤數據的收集方式與責任分配，確保碳盤查數據完整性，提高 ESG 目標落實效果。,沒有,企業未制定書面 SOP，碳盤查數據收集流程不明確，易導致數據遺漏或錯誤。,只有部分流程記錄,企業有部分流程記錄，但未形成完整的書面 SOP。,已建立完整 SOP,企業已建立完整的碳排資料收集 SOP，並確保各部門按標準執行。,不知道/不確定,若不確定，建議制定書面 SOP，並確保數據收集的標準化與一致性。,,,是否含表單操作說明、欄位定義、簽核流程、異常回報與定義方式？,TRUE,TRUE,可說明是否有書面文件或教育訓練文件,ESG 記錄作業說明與內部作業指引,確認 ESG 資料是否有明確流程文件支援，避免知識斷裂,"作業流程, 填報指引, SOP建立",,
D016,辦公室與服務業,是否已有內部定期進行碳排資料審核的程序？,數據收集方式與能力,single,intermediate,數據審查與內部稽核,評估企業是否建立碳排放數據的定期審查與比對機制,內部審核有助於確保碳排放數據的準確性，企業應至少每年進行一次審查，可採用ISO 14064、GHG Protocol 標準進行內部稽核。例如，應定期比對辦公用電、伺服器能耗、員工通勤數據，確保計算範圍與方法正確。,沒有,企業未設立內部審核機制，碳盤查結果不穩定，可能導致數據錯誤或缺失。,每年審核一次,每年進行一次審核，確保數據的準確性與一致性，並為報告提供支持。,每半年審核一次,每半年進行一次審查，並及時處理任何數據異常，保持數據更新與準確。,持續監控與內部稽核,企業實施持續監控與內部稽核，確保數據準確與及時反映減碳進展。,不知道/不確定,若不確定，建議先從內部審核機制開始，確保每年至少進行一次數據審查。,是否由 ESG 或行政單位定期核對能源、耗材、通勤與流程數據？,FALSE,TRUE,可說明稽核頻率、部門角色與稽核項目,ESG 內部稽核制度與品質控管設計,評估企業是否已建立 ESG 自查制度與風險檢核邏輯,"內稽, ESG查核, 品質審查",,
M001,辦公室與服務業,盤查報告的格式和內容是什麼？,內部管理與SOP現況,single,beginner,報告格式與參考標準,確認企業是否依據標準規範設計碳盤查報告格式,盤查報告應包含碳排放範圍、計算方法、數據來源，常見格式包括ISO 14064、GRI框架。若無標準格式，應參考政府或產業標準，以確保可信度與可比較性。企業應根據範疇 1（自有車輛）、範疇 2（辦公室用電）、範疇 3（員工通勤與採購）整理數據，並計算總碳排放量。,沒有特定格式,企業未設定標準報告格式，數據可能無法一致性呈現。,參考政府或產業標準,根據政府或產業提供的標準進行報告格式設計，確保符合法規要求。,依據 ISO 14064 準則,按照 ISO 14064 標準報告，確保符合國際標準的碳排放數據管理。,依外部顧問建議,諮詢外部顧問確定報告內容與格式，保障碳盤查數據的專業性與準確性。,不知道/不確定,若不確定，建議參照 ISO 14064 或 GRI 框架進行報告設計。,是否包含組織簡介、範疇說明、計算方式、用能圖表與減碳策略？,FALSE,TRUE,可說明目前報告格式內容與是否對外使用,ESG 報告內容與呈現結構設計,評估報告是否具備結構邏輯與可讀性，利於內外溝通與趨勢追蹤,"報告結構, 溝通呈現, ESG內容",,
M002,辦公室與服務業,第三方驗證的計劃如何？,內部管理與SOP現況,single,intermediate,碳盤查報告驗證與信度,了解企業對報告真實性與可信度的審查計畫,第三方驗證（如 ISO 14064 驗證）可提升碳盤查報告的可信度與合規性。部分企業須向供應鏈或政府提交碳盤查報告，第三方驗證可確保數據準確性。企業可聘請 SGS、TÜV、DNV 進行辦公室能源消耗與供應鏈碳排放查證，確保計算方式符合 GHG Protocol 或 ISO 14064。,沒有驗證計畫,企業未規劃第三方驗證，碳盤查數據可能無法得到外部認證，影響報告的可靠性。,計劃未來導入,企業計劃在未來引入第三方驗證，但目前尚未啟動驗證流程。,已安排內部審核,企業已設有內部審核機制，定期檢查數據的準確性，但缺乏第三方驗證。,由外部驗證機構執行,企業透過外部機構進行全面驗證，確保報告的可信度與合規性。,不知道/不確定,若不確定，建議先啟動第三方驗證計劃以提升碳盤查報告的透明度。,是否計劃導入 ISO 驗證、顧問審查或供應鏈佐證文件？,TRUE,TRUE,可說明目前驗證機制與執行對象,第三方驗證制度與品質提升計畫,建立 ESG 內容是否有外部可信度需求與輔導空間,"驗證計畫, 顧問稽核, 合作對象",,
M003,辦公室與服務業,文件編號系統是什麼？,內部管理與SOP現況,single,beginner,文件編碼管理,評估企業是否已建立碳相關文件的系統編號與歸檔邏輯,標準化文件編號可提升數據存取與管理的便利性。例如，GHG-2024-Office-001 代表 2024 年辦公室碳盤查文件，可確保未來稽核時快速查詢。企業應建立雲端存儲系統（如 OneDrive、Google Drive），確保文件追蹤與審核透明度。,沒有固定編號方式,企業未設置固定編號方式，可能導致報告存取與追蹤的困難。,依照年度與類別編號,根據年度與報告類別編號，確保數據管理清晰。例如 GHG-2024-Office-001 代表特定報告。,由 IT 或管理部門設定編碼,企業依據內部需求與部門設定編碼規則，可能無法統一標準化。,依據國際標準制定,按照國際標準（如 GHG、ISO）編排文件編號，確保內部與外部對報告的接受度與一致性。,不知道/不確定,若不確定，建議參照國際標準設計文件編號系統，提升報告管理效率。,是否含年份、編號、部門代碼、類別縮寫等命名結構？,TRUE,TRUE,可說明是否已設立編號規則與查找方式,文件編號制度與存取邏輯建置,評估 ESG 文件是否易於分類、檢索與跨部門使用,"文件命名, 編號規範, 查詢結構",,
M004,辦公室與服務業,文件版本控制規範如何？,內部管理與SOP現況,single,beginner,文件版本控管機制,確認企業是否實施文件版控 SOP，避免誤用舊資料,企業應建立文件版控機制，如V1.0、V1.1 版本標示，確保報告一致性。例如，若政府更新電力排放因子，企業應更新碳排計算模板，確保報告與法規同步。此外，企業可使用ERP、SharePoint、Google Drive來自動追蹤數據變更，確保不同部門使用相同數據。,沒有固定規範,企業未設置文件版本控制規範，可能導致報告數據不同步。,由單一部門負責管理,企業由單一部門負責管理版本控制，可能無法保證跨部門數據一致性。,內部有文件版控機制,企業已設置內部文件版控機制，確保報告數據一致性與追蹤性。,使用數位文件管理系統,企業使用數位化系統（如 ERP、SharePoint）自動追蹤報告版本，避免數據錯誤。,不知道/不確定,若不確定，建議先建立基本的版本控制規範，以確保報告的準確性與可追溯性。,是否含版本號、修訂日期、修訂者與變更摘要？,TRUE,TRUE,可說明目前是否記錄文件異動與版本更新,文件版本控管制度與稽核支援,建立 ESG 文件可追溯性與審核紀錄，利於制度維護與外部查核,"版本紀錄, 文件管理, 修訂歷程",,
M005,辦公室與服務業,文件存儲位置是什麼？,內部管理與SOP現況,single,beginner,資料儲存與存取管理,探討企業是否採用安全、有效率的資料存放機制,"文件存儲方式影響數據安全性，建議企業採用雲端存儲（Google Drive, OneDrive）或內部伺服器，確保數據可追溯性。",沒有固定存儲位置,企業未設置固定存儲位置，數據可能無法快速查詢與回溯。,以紙本存放於辦公室,企業將文件以紙本存放於辦公室，可能增加資料遺失或損毀的風險。,以雲端存儲,企業使用雲端存儲確保數據的靈活存取與安全性，且便於跨部門協作。,內部伺服器存儲,企業使用內部伺服器進行數據存儲，有助於集中管理與安全性控制。,不知道/不確定,若不確定，建議選擇雲端存儲或內部伺服器，以確保數據的安全性與可追溯性。,是否儲存於雲端空間、本地伺服器、共享硬碟或 ESG 管理系統？,TRUE,TRUE,可說明目前儲存位置與是否有集中管理,ESG 文件儲存與管理方式設計,評估 ESG 文件是否具備長期留存與集中式管理能力,"文件集中, 雲端備份, 檔案管理",,
M006,辦公室與服務業,文件審批流程如何？,內部管理與SOP現況,single,intermediate,數據審批流程管理,確認碳排數據是否具備多層級與制度化的審核機制,碳盤查數據需跨部門審核，確保數據正確性。應設立雙重審批機制來核對報告，並根據 ISO 14064 標準標準化流程。,沒有明確流程,企業未設立明確的文件審批流程，可能導致數據錯誤或混亂。,由部門主管批准,部門主管進行批准，但可能無法確保跨部門數據的一致性與正確性。,需多部門共同審核,企業設立多部門共同審核機制，能夠增強報告的準確性與全面性。,依 ISO 標準設定審批流程,企業依照 ISO 標準設定審批流程，確保報告符合國際規範，數據透明且可信。,不知道/不確定,若不確定，建議建立內部審核機制，確保每個部門都參與審核並同步更新數據。,是否經部門主管或 ESG 負責人簽核？是否含線上流程與追蹤？,TRUE,TRUE,可說明目前簽核流程與是否電子化處理,文件審批流程與制度落地規劃,評估 ESG 文件審批制度是否明確、有紀錄與支援數位作業,"簽核制度, 表單流程, 系統化控制",,
