question_id,industry_type,question_text,topic_category,option_type,difficulty_level,report_section,learning_objective,question_note,option_A,option_A_note,option_B,option_B_note,option_C,option_C_note,option_D,option_D_note,option_E,option_E_note,follow_up,allow_custom_answer,allow_skip,free_answer_note,report_topic,learning_goal,answer_tags,,
S011,製造業,溫室氣體排放計算方法是什麼？,排放源辨識與確認,single,intermediate,排放計算方法與制度,掌握企業目前使用的碳排計算工具與標準方法,"計算公式為活動數據 × 排放因子 = 碳排放量，如用電量（kWh）× 排放因子（kgCO₂e/kWh），企業應確認計算方法符合 ISO 14064 或 GHG Protocol。例如，若企業每年消耗 1,000 公升柴油（排放因子約 2.68 kgCO₂e/L），則燃油排放量 = 1,000 L × 2.68 kgCO₂e/L = 2.68 噸 CO₂e。若企業未使用標準化計算方式，可能導致數據不準確，影響減排計劃與外部審核結果。",使用簡單計算公式,企業可使用簡單公式進行排放計算，但可能無法精確反映碳排放源。,內部建立完整計算系統,企業已內部設立系統計算碳排放數據，數據管理更加精準。,參考ISO標準進行計算,企業根據 ISO 14064 計算標準進行數據計算，符合國際規範。,依外部顧問協助計算,企業尋求外部專家協助進行碳排放計算，確保數據準確性。,不知道/不確定,若不確定，建議參考 ISO 14064 標準並建立內部計算系統。,是否使用 Excel、平台工具或依據 IPCC / ISO 模型？,TRUE,TRUE,可說明使用方式與是否自行建立係數計算,GHG 計算方法與數據基礎,評估製造業是否具備內部 GHG 計算能力與標準邏輯,"計算方式, ISO模型, Excel試算表",,
S012,製造業,減排措施的實施計劃如何？,排放源辨識與確認,single,intermediate,減排行動與實施現況,確認企業目前是否已有明確減碳計畫與實行基礎,減排行動包括提升能源效率、設備更新（LED燈、變頻機械）、減少製程浪費。企業應規劃短中長期減排目標，並定期評估進展。製造業的能源優化可透過導入高效能馬達、熱能回收系統、自動化控制系統，降低生產能耗。例如，某企業透過變頻壓縮機技術降低 20% 電力消耗，成功減少碳排放。此外，企業可建立短期（1-3 年）減排行動，如燈具 LED 化，中期（3-5 年）導入節能設備，長期（5-10 年）轉向再生能源與碳中和目標。,沒有特定計畫,企業尚未設定明確的減排計劃，缺乏長期減排規劃。,初步討論減排方向,企業已討論減排方向，但尚未具體化為計劃。,已制定具體措施,企業已設定具體減排措施，並計劃實施。,具體執行並監測成效,企業已執行減排計劃，並且有定期監測機制，確保有效性。,不知道/不確定,若不確定，建議先設定短期減排目標，再規劃中長期措施。,是否已有節能設備、更換機具、流程改善等項目？是否分期推進？,TRUE,TRUE,可列出目前啟動中的減排措施,減碳行動計畫與執行機制,辨識企業減碳作為是否具體可行，並可持續推進,"設備改善, 節能汰換, 排放行動",,
S013,製造業,減排效果的監控方法是什麼？,排放源辨識與確認,single,intermediate,減排績效與成效追蹤,探討企業是否具備追蹤減碳成效的監測機制,監測減排成效可透過 KPI（每單位產品碳排放 gCO₂e/unit）、設備能效監測、外部稽核（ISO 14064 驗證）提高可靠性。企業可制定關鍵績效指標（KPI），如每噸產品碳排放（kgCO₂e/ton），確保減排行動符合目標。此外，導入 IoT 智慧監控系統以即時追蹤能耗，並確保減排措施有效落實。外部稽核（如 ISO 14064 驗證）可進一步提高數據透明度，並提升企業永續競爭力。,沒有監控,企業未設立減排監控機制，無法跟踪減排成效。,內部簡單追蹤,企業使用簡單內部監控方法，但缺乏專業設備與審核機制。,依部門設定減排KPI,企業設立部門KPI來追蹤減碳目標，促進各部門協作。,使用專業監測設備與外部審核,企業使用專業設備監控減排進度，並邀請第三方機構審核數據。,不知道/不確定,若不確定，建議從內部KPI開始，並逐步導入專業監控與外部審核。,是否有定期檢查排放數據？是否與 KPI 或能源系統串接？,TRUE,TRUE,可說明目前如何驗證減碳成效是否達成,減排成效追蹤與碳管理績效評估,確認企業是否有系統追蹤減排成效與校準數據的機制,"KPI追蹤, 碳成效驗證, 成效分析",,
S014,製造業,持續改進的檢討機制如何？,排放源辨識與確認,single,intermediate,減碳管理與持續改善,評估企業是否具備減碳策略的持續優化能力,企業應建立年度碳盤查檢討制度，每年更新數據，分析減排行動成效，調整策略，並定期與供應鏈合作夥伴討論減碳機會。定期盤查可幫助企業掌握碳排變化，並確保符合法規要求。例如，部分企業已建立 ESG 委員會，負責追蹤減碳進度，確保企業長期減排戰略能落實。,沒有,企業未設立檢討機制，無法有效追蹤減排成效。,每年盤查一次,每年盤查一次碳排放數據，確保對減排行動的有效監控。,定期檢討並調整策略,企業定期檢討減排行動，根據數據調整減排策略。,建立內部改善機制與數據分析,企業已建立內部檢討機制與數據分析，保證持續改進。,不知道/不確定,若不確定，建議先建立年度檢討機制，並逐步調整減排策略。,是否每季或每年檢討？是否由部門提出改善建議？是否有回饋流程？,FALSE,TRUE,若尚未啟動可填「尚未建立」,持續改善與滾動檢討機制,評估企業是否建立 ESG 行動的內部優化機制與回饋管道,"滾動改善, ESG檢討制度, 持續優化",,
D001,製造業,數據收集的頻率和來源是什麼？,數據收集方式與能力,single,beginner,數據收集策略與頻率盤點,建立企業數據收集週期與初步流程之認知,建議企業每月記錄用電量、燃料消耗與生產數據，以便及時發現異常，確保數據完整性。透過能源管理系統（EMS），企業可即時監測能耗，並快速反應，提高數據的準確性與可追溯性。,沒有固定頻率,企業未設立固定的數據收集頻率，數據可能不完整或不準確。,每月記錄一次,企業每月記錄用電量、燃料消耗等，確保數據的即時性與準確性。,每季記錄一次,企業每季統計數據，可能無法及時發現異常。,每年記錄一次,企業每年才記錄一次數據，缺乏即時性，可能導致碳排放管理不精確。,不知道/不確定,若不確定，建議每月定期記錄數據，並考慮導入 EMS 進行數據監控。,是否由製程端、管理單位、設備或能源系統供應？,TRUE,TRUE,可列出日常收集哪些數據與由誰提供,數據來源與記錄制度盤點,確認 ESG 數據是否具備穩定性與多元來源,"製程資料, 記錄頻率, 數據掌握度",,
D002,製造業,公司有無定期保存電力使用紀錄？,數據收集方式與能力,single,beginner,範疇二能源數據紀錄,檢視企業電力使用是否有形成穩定記錄習慣,電力使用紀錄是碳盤查基礎，企業應透過電子系統（ERP、智慧電錶）記錄每月用電，並確保數據完整性與可追溯性。範疇二碳排放來自企業購電，若無定期紀錄，將影響盤查準確度。建議企業透過智慧電表、能源管理系統（EMS）、ERP 系統即時監測用電趨勢，並建立標準化數據報告。例如，每月統計各生產線、設備的用電量，確保能耗異常時可即時應對。,沒有,企業未定期保存電力使用紀錄，數據可能不準確。,只有部分部門有記錄,只有某些部門或生產線記錄用電數據，數據缺乏一致性。,全公司皆有記錄,企業全公司都定期記錄電力使用數據，確保完整性。,電力數據已電子化管理,企業已導入智慧電表或 ERP 系統，自動收集並分析用電數據，確保準確性與合規性。,不知道/不確定,若不確定，建議開始記錄用電數據並導入電子管理系統，提升數據準確度。,是否每日、每月或每季記錄？是否對應設備系統或帳單報表？,FALSE,TRUE,可說明保存方式（紙本、電子、自動抄表）,電力紀錄管理與資料可得性,確認排放計算中是否有穩定用電數據來源，有助追蹤效率與節能潛力,"電力記錄, 記帳系統, 範疇二",,
D003,製造業,是否保存燃料使用紀錄？,數據收集方式與能力,single,beginner,範疇一燃料數據紀錄,掌握企業是否保存與使用直接燃料之記錄資料,企業應確保燃料使用紀錄（如柴油、天然氣）存放於 ERP 或碳管理系統，以利盤查與減排分析。範疇一碳排放來自燃料燃燒，如發電機、鍋爐、工業窯爐等設備，若無完整紀錄，將影響盤查結果的準確性。企業可建立加油記錄、燃料發票存檔、設備燃油使用數據，並將數據整合至 ERP 或 IoT 監測系統，提高燃料管理效率。例如，透過感測器監測鍋爐燃燒效率，降低不必要的燃料浪費，或改用低碳燃料（如生質柴油、氫能），進一步減少排放量。,沒有,企業未保存燃料使用數據，無法進行範疇一排放計算。,只保存部分數據,企業僅記錄部分燃料使用數據，無法全面掌握排放源。,由財務部保存,燃料使用數據由財務部門記錄，可能未涵蓋所有設備與設施。,由環保或能源管理單位保存,企業專門部門負責燃料數據管理，數據質量較高。,已有完整數據庫,企業已建立完整的燃料使用數據庫，並定期更新數據，確保準確性。,"是否包含鍋爐、窯爐、發電機等設備？, 是否依使用量記錄？",TRUE,TRUE,可列出主要使用的燃料種類與記錄方式,燃料消耗紀錄與碳排依據,評估是否掌握製程中直接燃料使用的數據來源與記錄機制,"範疇一, 燃料紀錄, 燃燒設備",,
D004,製造業,是否保存物流運輸紀錄？,數據收集方式與能力,single,beginner,範疇三物流數據記錄,理解企業是否具備追蹤物流碳排的基礎能力,物流碳排放可透過 GPS 追蹤、運輸單據與供應商報告記錄，以確保範疇三盤查的完整性。物流運輸的碳排放來源包括自有車隊燃油消耗（範疇一）與外包物流運輸（範疇三），若無明確紀錄，可能導致盤查結果偏差。企業可要求物流供應商提供碳排放報告，或透過車輛 GPS 追蹤運輸里程、油耗數據來計算物流碳足跡。此外，企業可導入運輸優化技術，如改用電動車隊、提高載運效率、減少空車率，降低物流排放，提升供應鏈 ESG 表現。,沒有,企業無保存物流運輸數據，可能無法全面盤查物流排放。,物流供應商保留部分數據,物流供應商保存部分運輸數據，但缺乏完整性。,內部有簡單記錄,企業內部記錄部分物流數據，但缺乏系統性與完整性。,建立完整數據追蹤系統,企業已建立數據追蹤系統，並使用 GPS 或 IoT 監控運輸排放。,不知道/不確定,若不確定，建議與供應商協作收集數據，或自行導入追蹤系統。,是否含原物料、產品、零組件或外包加工運輸？,TRUE,TRUE,可列出運輸型態與承攬模式（自有/委外）,物流活動與運輸資料盤點,探討運輸活動是否被納入 ESG 數據管理與盤查範疇三,"運輸記錄, 範疇三, 委外物流",,
D005,製造業,是否有原料採購的完整記錄？,數據收集方式與能力,single,beginner,採購紀錄與供應鏈追蹤,了解企業是否已建立原料來源與供應鏈碳資料管理,原料碳足跡應涵蓋採購數據、供應鏈報告與進銷存系統（ERP），以利進行供應鏈減碳評估。範疇三碳排放的最大來源之一來自原物料生產、加工、運輸，企業應記錄採購數據、供應商 ESG 報告、產品碳足跡分析，確保盤查完整。例如，企業可要求供應商提供碳排放係數（kgCO₂e/kg），並建立低碳採購策略，如選擇本地供應商、改用再生材料、減少高排放材料（如鋼鐵、水泥），以降低整體碳足跡。,沒有,企業未記錄原料採購數據，缺乏供應鏈碳足跡資料。,只記錄主要供應商,僅記錄主要供應商的數據，未涵蓋所有供應商或原料來源。,由採購部門管理,採購部門負責收集並整理原料數據，部分數據可能遺漏。,已建立數據系統,企業已設立完善的數據管理系統，涵蓋原料採購及碳足跡數據。,不知道/不確定,若不確定，建議與採購部門合作，收集所有供應商數據並建立標準化報告。,是否記錄品項、供應商、重量與來源地？,TRUE,TRUE,可說明目前採購記錄是否完整與電子化,採購紀錄與範疇三排放依據,確認原物料碳足跡是否可透過採購資料估算與盤查,"採購資料, 範疇三, 上游排放",,
D006,製造業,公司是否有廢棄物處理的相關數據？,數據收集方式與能力,single,intermediate,廢棄物數據管理與分類紀錄,評估企業是否有對廢棄物進行分類與數據追蹤,企業應記錄廢棄物種類、回收率與最終處置方式，並考慮透過循環經濟策略降低廢棄物碳排。製造業的廢棄物管理影響範疇三碳排放，企業應統計一般廢棄物、工業廢棄物、危險廢棄物的排放量，並記錄回收與最終處置方式（焚燒、掩埋、再利用）。企業可導入循環經濟策略，如廢棄物再生利用、提升材料回收率、建立供應鏈回收機制，例如部分企業已將生產邊料（如塑膠邊角料）回收製成新產品，降低碳排放並提升資源利用效率。,沒有,企業未記錄廢棄物處理數據，無法有效掌握廢棄物對碳排放的影響。,只記錄總量,僅統計廢棄物總量，未進行詳細分類與處理方式的記錄。,依廢棄物類型記錄,根據廢棄物種類（如金屬、塑膠、廢料）進行分類記錄，數據更精確。,已建立完整追蹤系統,企業已導入完整廢棄物追蹤系統，並實施高效回收與處理措施。,不知道/不確定,若不確定，建議先統計廢棄物種類與回收處置方式，建立記錄系統。,是否包含廢棄物種類、數量與處理方式？,TRUE,TRUE,可列出定期申報內容與內部記錄模式,廢棄物數據紀錄與報告依據,評估 ESG 盤查是否涵蓋末端處理與垃圾清運量化管理,"廢棄物資料, ESG申報, 範疇三",,
D007,製造業,數據記錄的標準模板是什麼？,數據收集方式與能力,single,intermediate,碳排資料格式一致性,檢視企業是否已導入統一的數據記錄格式或表單,建立標準化模板可提升數據的可比較性與管理效率。例如，ISO 14064要求詳細記錄數據來源與計算方式，以確保報告的透明度與可信度。企業應建立標準化數據記錄格式，例如每月記錄燃料消耗（L）、電力使用（kWh）、物流運輸距離（km）、廢棄物排放量（kg），並將這些數據與排放因子（Emission Factor）相乘，確保碳排放計算符合國際標準。此外，企業應定期校驗數據，確保報告數據的準確性與可追溯性。,沒有固定格式,企業未建立標準化數據記錄模板，數據管理較為分散。,簡單Excel紀錄,使用簡單的 Excel 表格記錄數據，但無法進行複雜分析與對比。,ERP系統管理,使用 ERP 系統整合數據記錄與管理，提高數據處理效率。,參考ISO標準,依照 ISO 14064 記錄數據，確保符合國際碳排放計算標準。,不知道/不確定,若不確定，建議參考 ISO 標準或行業內最佳實踐設計記錄模板。,"是否使用 Excel、系統表單或自建模板？, 是否含部門欄位？",TRUE,TRUE,可列出常用欄位（如部門、期間、單位）,數據記錄格式與模板設計,建立 ESG 數據記錄制度化與共通結構，有利於後續分析與查核,"標準欄位, 數據表單, ESG模板",,
D008,製造業,數據質量控制措施有哪些？,數據收集方式與能力,single,intermediate,數據品質管理與驗證,理解企業如何建立內部控管或外部稽核機制,建立數據品質管理流程，例如定期校驗數據、比對歷史數據趨勢，可透過第三方驗證（ISO 14064 / GHG Protocol）提高可信度，確保碳盤查數據的準確性。企業可導入內部審核機制，如每季比對排放數據變化、檢查計算方式是否一致，確保長期數據穩定。此外，企業可尋求第三方驗證機構（如 SGS、BSI）進行 ISO 14064 查證，提高盤查數據的可靠性，確保符合政府法規與市場要求。,無特定控制措施,企業未設立數據質量控制措施，數據準確性無法保證。,定期內部審核,企業進行定期的內部數據審核，確保數據一致性與準確性。,由第三方驗證,使用外部機構進行數據驗證，提升報告的透明度與可信度。,使用自動監測系統,企業使用自動監測系統（如 IoT）來監控並確保數據的精確性與實時更新。,不知道/不確定,若不確定，建議先建立內部審核機制，再導入第三方驗證或監測系統。,是否有複查、比對、異常提示或設備校正？,TRUE,TRUE,可列舉常用的品質控管方式或標準,數據品質控管與誤差處理,確認 ESG 數據是否具備基本品質控制與異常檢查機制,"品質檢查, 錯誤控管, 記錄正確性",,
D009,製造業,內部審計的頻率與流程如何？,數據收集方式與能力,single,intermediate,數據審查與改進制度,判斷企業是否具備定期稽核碳排資料的制度化流程,內部審計可確保數據準確性，避免錯誤累積。建議企業至少每年一次，並採用 ISO 14064 標準，確保碳盤查數據符合國際標準與企業 ESG 目標。內部審計可透過數據比對、異常分析、部門間交叉檢查來確保數據一致性。例如，企業可建立內部審查表，定期檢討碳排放數據與減排行動進展，確保 ESG 目標落實。,沒有,企業未設立定期審計機制，無法有效追蹤數據的準確性與一致性。,每年一次,每年定期檢查數據與減排行動，確保策略落實與合規性。,每半年一次,每半年進行審計，確保即時調整減排行動策略。,持續監控,企業實施持續監控與數據分析，確保即時發現並處理異常數據。,不知道/不確定,若不確定，建議每年或每半年進行內部審計，提升數據的準確性與透明度。,是否每月、每季或年度？是否含稽核報表與改善建議？,TRUE,TRUE,可說明目前稽核週期與流程負責人,ESG 內部查核與數據稽核制度,評估 ESG 數據是否有定期稽核制度，強化信賴度與持續改善,"稽核頻率, 查核機制, ESG制度化",,
D010,製造業,使用的技術工具或軟體是什麼？,數據收集方式與能力,single,beginner,碳數據技術工具應用,探討企業是否採用適當工具進行數據整合與管理,使用技術工具可提升數據管理效率，如 ERP 整合供應鏈數據，AI 工具可進行數據分析，預測排放趨勢並提供減排行動建議。企業可導入 IoT（物聯網）監測設備，即時收集能耗與排放數據，或使用 AI 分析碳排放趨勢、優化生產排程，進一步提升減排效率。例如，部分企業已透過 AI 預測能源高峰時段，提前調整生產排程，降低碳排放與電費成本。,Excel,使用 Excel 紀錄和計算數據，操作簡便但缺乏自動化與精確性。,ERP系統,使用 ERP 系統集成數據，實現跨部門協作與數據同步更新。,自動數據管理平台,使用專業平台自動收集和管理數據，提高效率和精準度。,AI智能分析工具,企業利用 AI 技術分析數據，預測未來排放並提出優化建議。,不知道/不確定,若不確定，建議從 ERP 系統或簡單的自動化數據管理工具開始。,是否使用 Excel、自建系統、能源監控平台或 ERP 模組？,TRUE,TRUE,可列出目前在用系統名稱或功能範圍,數據管理工具與資訊系統,探討企業是否已有數位工具可支援 ESG 資料記錄與整合,"系統工具, 平台應用, 數位管理",,
D011,製造業,公司是否使用電子化方式記錄碳排相關資訊？,數據收集方式與能力,single,beginner,電子化數據管理現況,評估企業是否已導入碳排數據的電子化流程與工具,"電子化記錄可提升數據管理效率，減少人工錯誤。企業可考慮使用雲端系統（Google Drive, OneDrive）、ERP 或碳管理軟體來存儲與管理數據。電子化碳盤查可確保數據安全與可追溯性，例如使用 ERP 整合供應鏈排放數據、雲端存儲歷史碳盤查報告、導入區塊鏈技術確保數據不可竄改，確保 ESG 目標與碳盤查作業更具透明度與準確性。",沒有,企業未使用電子化方式記錄碳排數據，數據可能分散且易遺失。,部分電子化,部分數據已電子化，但仍有手動處理的部分，數據管理效能有限。,完全電子化管理,企業已全面電子化數據記錄，數據管理效率高且符合標準。,不知道/不確定,若不確定，建議逐步導入雲端存儲與 ERP 系統，提升數據管理透明度。,,,是否手動填寫、Excel表單、自動感測或資料串接？,FALSE,TRUE,可描述目前記錄方式與是否有系統整合,碳排資料電子化與管理方式,辨識 ESG 數據是否已納入數位記錄與內部整合，有助精確計算,"電子化紀錄, 資料串接, ESG數據管理",,
D012,製造業,是否有固定的紀錄頻率與負責人員？,數據收集方式與能力,single,intermediate,責任制度與紀錄頻率,確認企業是否有制度化指定人員並執行定期紀錄,設立固定的紀錄頻率與負責人可確保數據一致性。例如，每月記錄電力消耗、燃料使用量，並由能源管理部門負責，避免因人員變動影響碳盤查作業。碳盤查需要長期監測，若數據收集不連續，可能影響排放計算的準確性。企業應建立數據收集 SOP，明確定義記錄頻率、負責人與審核機制，確保數據的完整性與一致性。例如，每月記錄電力使用（kWh）、燃油消耗（L）、原料採購數據（kg），確保盤查數據符合 ISO 14064 或 GHG Protocol 標準，避免數據遺失或錯誤累積。,沒有,企業未設立固定的數據收集頻率與責任分工，可能導致數據不一致。,由部門自行決定,部門自行決定數據收集頻率，缺乏統一標準。,已指定專責團隊,企業設有專職團隊，負責定期數據收集與盤查工作。,不知道/不確定,若不確定，建議先設立定期數據收集頻率與指定責任人員。,,,是否每日/週/月/季固定記錄？是否有明確的單位與職責人員？,FALSE,TRUE,若無制度可填「不固定」或「視需求」,紀錄週期與責任制度建置,確認 ESG 碳排資料是否建立清楚紀錄機制與責任歸屬,"記錄頻率, ESG人員, 責任分工",,
D013,製造業,數據管理的最佳實踐是什麼？,數據收集方式與能力,single,intermediate,碳數據管理與風險控管,探討企業是否具備碳數據備份、錯誤追蹤等管理機制,最佳實踐包括： (1) 數據定期備份，(2) 內部審核機制，(3) 參考國際標準（ISO 14064 / GHG Protocol），以確保數據完整性與可用性。企業應確保數據備份與存取安全性，避免碳排放數據遺失或損毀。例如，採用雲端備份 + 內部伺服器的方式，確保數據可追溯。內部審核機制可透過定期比對數據、檢查計算方式、交叉驗證不同來源數據，確保碳盤查結果的準確性。此外，企業應參考 ISO 14064 / GHG Protocol，建立標準化記錄方式，提高 ESG 報告可信度。,無特定措施,企業未設立數據管理的最佳實踐，可能導致數據不完整。,定期備份,企業定期備份數據，防止數據丟失，確保數據安全。,內部數據稽核,企業建立內部數據稽核機制，確保數據一致性與準確性。,參考國際標準,企業依照 ISO 14064 或 GHG Protocol 進行數據管理與記錄。,不知道/不確定,若不確定，建議從定期備份與內部審核開始，提升數據的可追溯性。,是否有教學手冊、表單範本、流程圖或訓練制度？,TRUE,TRUE,可列舉目前內部認為可行的作法與制度化工具,數據管理制度與內部知識落地,建立 ESG 數據可維運與複製的制度化管理能力,"管理制度, 範例操作, ESG內部實踐",,
D014,製造業,系統備份與安全性措施如何？,數據收集方式與能力,single,beginner,碳資料備份與安全性管理,了解企業是否已建立碳排資料的備份與安全制度,企業應確保數據安全，例如建立異地備份（雲端 + 本地伺服器）、防範數據遺失（備用系統）、設立災難復原計畫（DRP），確保碳排放數據的穩定性與可追溯性。碳盤查數據對 ESG 合規性與供應鏈評估至關重要，企業應確保存儲安全性與數據可用性。建議使用 ERP 系統、自動數據備份機制，確保即使發生硬體故障或系統錯誤，也能恢復關鍵數據。此外，企業應設立數據存取權限機制，確保僅有授權人員可更改數據，以降低人為錯誤風險，提高盤查數據可信度。,無備份措施,企業未設立備份機制，數據安全性無法保證。,定期備份,企業定期備份數據，避免因系統故障或人為錯誤導致數據丟失。,設有災難復原計劃,企業已建立災難復原計劃，確保數據可恢復並降低風險。,不知道/不確定,若不確定，建議從定期備份開始，並逐步設立災難復原計劃。,,,是否有雲端備份、權限控管、資訊系統災備機制？,TRUE,TRUE,可說明目前備份週期與安全層級,ESG 資料備援與資安管理,評估企業 ESG 資料儲存與保護制度，提升資料可靠性與永續性,"備份機制, 權限分層, ESG資安",,
D015,製造業,公司內是否已有書面的碳排資料收集SOP？,數據收集方式與能力,single,intermediate,碳數據收集制度化,檢視企業是否已具備標準化的資料收集流程,標準作業程序（SOP）可確保碳排放數據收集流程的一致性，降低錯誤與遺漏風險。SOP 應包含：(1) 數據來源 (2) 記錄方式 (3) 責任人員 (4) 審核流程，確保符合 ISO 14064 標準。企業應建立書面化標準作業流程（SOP），確保所有人員均能按照一致標準執行數據收集。例如，明確規範電力數據由財務部記錄，燃料數據由設備管理部門負責，並每季進行交叉比對。這有助於減少人為錯誤，提高碳盤查數據的完整性，確保 ESG 目標落實。,沒有,企業未設立碳排資料收集 SOP，數據收集流程可能缺乏規範。,只有部分流程記錄,企業有部分數據收集流程，但未進行全面規範。,已建立完整SOP,企業已建立完善的碳排數據收集 SOP，確保數據一致性與合規性。,不知道/不確定,若不確定，建議建立標準作業程序，確保數據收集過程的規範化與可追溯性。,,,是否含欄位定義、記錄流程、填寫範例或表單格式？,TRUE,TRUE,可列出正式文件名稱或使用情境,資料收集標準作業流程(SOP)建立,確認 ESG 數據是否具備 SOP，便於教育訓練與資料一致性,"SOP制度, 填寫表單, ESG流程化",,
D016,製造業,是否已有內部定期進行碳排資料審核的程序？,數據收集方式與能力,single,intermediate,數據審查與內部稽核,評估企業是否建立碳排放數據的定期審查與比對機制,內部審核有助於確保碳排放數據的準確性，企業應至少每年進行一次稽核，可採用 ISO 14064 驗證、GHG Protocol 標準進行內部審查，確保合規性與減碳目標執行。碳盤查數據可能受到計算誤差、數據遺漏或設備測量誤差影響，企業應定期審核盤查流程。例如，每年安排內部審查員比對數據，檢查盤查範圍與計算方法，並記錄異常數據，以確保盤查報告符合國際標準。此外，企業可導入第三方驗證機制（如 SGS、BSI），提升 ESG 評分與供應鏈透明度。,沒有,企業未設立內部審核機制，數據準確性難以保證。,每年審核一次,企業每年進行一次內部審核，確保數據的準確性與合規性。,每半年審核一次,企業每半年進行一次審核，數據監控更頻繁，確保減碳效果。,持續監控與內部稽核,企業實施持續監控與定期內部稽核，確保數據長期穩定與準確。,不知道/不確定,若不確定，建議先設立每年審核的機制，再逐步增強內部審查頻率。,是否由單位稽核、自評或跨部門稽核？是否定期提出報告？,FALSE,TRUE,可說明由誰主責、多久執行、是否有查核紀錄,ESG 資料審核制度與查核流程,評估碳排資料品質是否有制度性驗證與自我檢討程序,"稽核程序, 自評制度, ESG品質保證",,
M001,製造業,盤查報告的格式和內容是什麼？,內部管理與SOP現況,single,beginner,報告格式與參考標準,確認企業是否依據標準規範設計碳盤查報告格式,盤查報告應明確說明碳排放範圍、計算方法及數據來源。常見格式包括 ISO 14064 標準、GRI 框架。若無標準格式，應參考政府或產業標準，以確保可信度與可比較性。企業應根據範疇 1、2、3 排放分類，整理數據來源，並計算總碳排放量。例如，ISO 14064 要求記錄數據來源、活動數據、排放因子與計算公式，確保報告透明度。此外，盤查報告應包含歷史趨勢分析，幫助企業了解碳排變化，評估減排行動成效。,沒有特定格式,企業未設立碳排報告標準格式，數據展示可能不一致。,參考政府或產業標準,企業依照政府或產業標準來制定碳排報告，缺乏標準化。,依據 ISO 14064 準則,企業依照 ISO 14064 標準編制碳盤查報告，數據透明且合規。,依據外部顧問建議,企業根據外部顧問建議來設計報告格式，缺乏內部標準化。,不知道/不確定,若不確定，建議參考 ISO 14064 標準並建立標準化報告格式。,是否包含公司基本資料、盤查範疇、排放統計與減碳行動？,FALSE,TRUE,可說明目前格式是否參考 GHG/ISO 或自行彙編,ESG 報告格式與內容設計,建立企業盤查報告內容結構認知，利於向外溝通與第三方驗證,"報告結構, 排放說明, 減碳計畫",,
M002,製造業,第三方驗證的計劃如何？,內部管理與SOP現況,single,intermediate,碳盤查報告驗證與信度,了解企業對報告真實性與可信度的審查計畫,第三方驗證（如 ISO 14064 驗證）可提升碳盤查報告的可信度與合規性。若尚無驗證計畫，應逐步導入，以符合法規要求並提升 ESG 評分。部分企業的碳排放數據需向供應鏈或政府報告，第三方驗證可確保數據準確性，避免企業因數據錯誤受到罰款或 ESG 評分下降。例如，企業可聘請獨立稽核機構（如 SGS、TÜV、DNV）進行碳排放數據查證，確保報告符合 GHG Protocol 或 ISO 14064 標準，提高國際市場競爭力。,沒有驗證計畫,企業未制定第三方驗證計劃，數據可能無法達到國際標準。,計劃未來導入,企業計劃未來導入第三方驗證，提升報告可信度與合規性。,已安排內部審核,企業已安排內部審核，但未進行第三方驗證。,由外部驗證機構執行,企業通過外部機構進行第三方驗證，確保數據的透明度與準確性。,不知道/不確定,若不確定，建議逐步引入外部驗證機制，以確保數據符合國際標準。,是否與顧問合作？是否規劃驗證範圍與時程？,FALSE,TRUE,可說明是否已啟動、預計何時執行,第三方驗證計畫與報告品質保證,確認是否具備外部驗證機制，提升 ESG 報告信賴度與合規性,"驗證合作, 報告可信度, ESG合規性",,
M003,製造業,文件編號系統是什麼？,內部管理與SOP現況,single,beginner,文件編碼管理,評估企業是否已建立碳相關文件的系統編號與歸檔邏輯,標準化文件編號方便碳排放數據管理，例如 GHG-2024-001 代表 2024 年第 1 份碳盤查文件，可提升數據存取與追蹤的便利性。碳盤查涉及大量數據與歷史記錄，企業應建立系統化文件管理機制，確保未來稽核時可快速查詢。例如，盤查報告可按照年度、類別與文件編號分類，如 GHG-2024-Energy-01，確保內部管理有系統，提升 ESG 報告準確性。,沒有固定編號方式,企業未設立文件編號系統，文件管理可能無法有效追蹤與檢索。,依照年度與類別編號,企業根據年度與類別編號，但未設立標準化編號系統。,由 IT 或管理部門設定編碼,IT 或管理部門設置編碼系統，數據整理更有系統。,依據國際標準制定,企業依照 ISO 14064 等國際標準設計文件編號，確保規範化。,不知道/不確定,若不確定，建議參考國際標準並建立標準化編號系統。,是否含年度、類別、修訂版等結構？是否與部門流程一致？,TRUE,TRUE,可提供常見文件編號格式或命名規則,文件管理與資料統編機制,建立 ESG 文件管理的標準化，有助查核與版本追蹤,"編碼規範, 文件一致性, ESG文檔體系",,
